,O1 A,O1 A1,O1 B,O1 C,O2,O3,O4,O4.2,O5 ab,O5 ac,O6,O6.2,O6.3,O7,O8,O9,O9 a,O10,O11,O12,O13,O15,O16,O16.2,O16.3,O17,O18 A,O18 A1,O18 A1A2,O18 ab,O18 ac,O18 B,O18 B1,O19 ab,O20 ab,O20 ac,O21,O22,O23 A,O24,O25,O26,O27,O28 ab,O28 ac,O29,O30,O32,O35,O36,O37,O38,O39,O40,O41,O42,O43,O44,O45,O45 rel,O46,O48,O49,O52,O53,O55,O56,O58,O59,O61,O62,O64,O65,O66,O68,O69,O70,O71,O73,O73 ab,O74,O75,O76,O77,O78,O79,O82,O83,O85,O86,O86.2,O86.3,O87,O88,O90,O91,O96,O97,O98,O99,O100,O101,O102,O103,O104,O105,O107,O108,O109,O110,O111,O112 ab,O112 ac,O113,O114,O115,O116,O117,O118,O119,O120,O121,O123,O124,O125 ab,O126,O126.2,O127,O128 ab,O128 ab.2,O128 ac,O129,O130,O131,O132,O133,O134,O135,O136,O137,O138,O139,O140,O141,O142,O143,O145,O146,O147,O148,O149,O150,O151,O152,O153,O154,O155,O156,O157,O158 ab,O158 ac,O159,O160,O161,O163,O164,O165,O166,O167,O168,O169,O170,O171,O172,O173,O174 ab,O174 ac,O175,O176,O177,O178,O180,O181,O182,O183,O184,O185,O186
O30,2.0,2.0,2.216666666666667,2.2083333333333335,2.1097208333333333,2.53125,2.2083333333333335,2.1458333333333335,2.0166666666666666,2.1305541666666667,1.7389833333333335,1.4891666666666667,1.7389833333333335,1.9680541666666667,2.3271599999999997,2.3043866666666664,2.294445833333333,2.2305541666666664,2.2958333333333334,1.8333333333333333,2.2291666666666665,1.9722216666666668,2.3958333333333335,2.25,2.25,2.2708333333333335,1.8541666666666667,2.2083333333333335,2.438725,2.0208333333333335,1.8541666666666667,2.0208333333333335,2.2708333333333335,2.45,2.192175,2.412758333333333,2.0,2.1359633333333337,2.3995083333333334,2.0,2.5520833333333335,2.0,3.143333333333333,1.9791666666666667,2.0625,2.1544125,0.0,2.066666666666667,2.2350866666666667,2.5833333333333335,2.1836125,1.6458333333333333,1.9708333333333332,1.875,1.9,2.25,2.3333333333333335,1.9279625000000002,1.9814816666666666,1.9794233333333333,2.2916666666666665,2.0833333333333335,1.9700916666666668,2.3333333333333335,1.8402791666666667,2.971028333333333,2.0,1.9166666666666667,2.2986125,2.0,2.6666666666666665,2.2708333333333335,1.95,2.1333333333333333,2.385,2.171053333333333,2.25,2.0166666666666666,2.426470833333333,2.1472208333333334,1.9835383333333334,1.99074,1.875,2.091666666666667,1.9194458333333333,1.8192966666666668,2.0875,2.066666666666667,1.9375,2.2375000000000003,2.2305541666666664,2.1958333333333333,2.1666666666666665,2.0,2.2291666666666665,2.03421,2.066666666666667,3.6666666666666665,2.1041666666666665,2.4583333333333335,2.106945833333333,2.0272083333333333,2.8564116666666663,1.9833333333333334,2.0902791666666665,2.3553916666666663,2.07193,2.0,2.0,2.0013875,2.5833333333333335,1.8125,2.07315,2.1875,1.8922208333333332,2.0458333333333334,1.8833333333333333,1.9052633333333333,2.3958333333333335,2.0,2.3043866666666664,1.875,2.169445833333333,2.9500333333333337,2.5894625,1.8597208333333333,1.9722216666666668,2.2986125,2.125,2.125,2.2083333333333335,2.2388875,2.7604166666666665,2.544445833333333,2.0166666666666666,2.033333333333333,2.3333333333333335,2.3180541666666667,2.0,1.3333333333333333,1.9583333333333333,1.8665,2.1666666666666665,2.3333333333333335,2.0625,2.0,2.0,2.1680541666666664,2.0847208333333334,2.0486125,2.0,2.1192966666666666,2.1333333333333333,1.8791666666666667,1.8666666666666667,2.3388875,2.9166666666666665,2.2958333333333334,1.8333333333333333,2.6666666666666665,2.5520833333333335,2.0458333333333334,2.191666666666667,2.0,1.8416666666666668,2.8333333333333335,2.0416666666666665,2.2708333333333335,1.9166666666666667,2.0416666666666665,2.5,1.9791666666666667,2.2333333333333334,2.066666666666667,2.1458333333333335,1.0,1.0,2.1859633333333335,2.1680541666666664,2.1041666666666665,2.0701766666666668,1.9583333333333333,2.4208333333333334,1.5833333333333333,2.446079166666667,2.3388875,1.9166666666666667,2.375
O32,2.225,2.225,2.34375,2.36875,2.25,2.7694433333333337,1.95625,2.325,1.55,1.775,2.1,2.1,2.1,2.225,2.0,2.0,2.0,2.39375,2.125,1.90625,2.54375,1.9333333333333333,2.2651049999999997,1.9,1.9,2.4,1.9010424999999997,2.35,2.55,1.975,1.9010424999999997,2.05,2.46638,2.0,1.45,2.45,2.816666666666667,1.2,2.325,2.6666666666666665,2.8548600000000004,1.6,3.26724,2.1,2.15,2.5375,2.066666666666667,0.0,2.2,3.0,1.95,1.808595,2.325,1.2,1.9276,2.56875,2.3,2.2651049999999997,2.0,2.0,1.425,1.8791674999999999,1.6157899999999998,2.0,1.7791674999999998,2.8,2.5166666666666666,2.033333333333333,2.3375,1.7833333333333334,3.3333333333333335,2.0125,1.5875,2.0,2.6,1.8,2.15052,1.528125,2.764655,2.3,2.0701766666666668,2.033333333333333,1.475,1.9,1.375,1.78768,1.775,0.4,1.9901049999999998,2.1,2.30625,2.15,1.778125,2.3333333333333335,1.825,1.0,2.075,4.0,1.825,3.0,2.30625,1.3,2.6666666666666665,1.4,1.475,2.6625,1.2,1.8,2.2333333333333334,1.34079,2.50139,2.05,1.875,1.75,1.578125,2.17552,1.394531,1.2,2.05,2.275,2.2,1.6157899999999998,1.9,2.734723333333333,2.75,2.28125,2.408333333333333,2.2,1.8552075000000001,2.1005200000000004,1.9302075000000003,2.51875,2.7354166666666666,1.78125,1.7875,2.2,1.5,2.2375,1.3284,1.6175433333333333,1.775,2.2,2.3,2.8833333333333333,2.025,2.075,1.6375,2.25,1.85,2.0,1.6375,2.2,2.1125,2.2875,1.392188,2.5,2.834026666666667,1.9546875,1.85,2.95,2.7,2.15052,1.7130200000000002,1.8666666666666667,1.778125,2.634723333333333,1.778125,1.975,2.2,1.9901049999999998,2.3637924999999997,1.9151049999999998,1.4,1.8,2.2875,2.033333333333333,1.9675433333333332,1.8,1.85,2.05,1.38125,1.6157899999999998,2.0510425,1.9017533333333332,2.265085,2.0,1.4,1.9
O35,1.3375,1.3875,1.003125,1.02934,1.0807725,2.6666666666666665,1.7125,1.7099825,2.0,1.825,2.0380200000000004,2.08802,2.0380200000000004,1.8177075000000003,1.7196066666666667,1.6,1.6857525,1.3181425,2.134375,1.8625,0.9966149999999999,1.6,1.9880200000000001,1.73913,1.8375,2.1651049999999996,1.8270825000000002,2.325,2.35,1.9375,1.8270825000000002,1.9875,2.5125,1.18856,2.1,2.48393,2.7041666666666666,2.0,2.6625,2.2333333333333334,2.6333333333333333,1.4333333333333333,3.523563333333333,1.9,1.78913,2.4262924999999997,2.2350866666666667,2.2,0.0,2.5180566666666664,2.215625,2.128125,1.6606124999999998,2.05,1.8463999999999998,1.9505200000000003,2.15,2.08802,1.6372533333333332,1.6705866666666664,2.2,1.8302075000000002,1.85163,1.8,1.6911450000000001,2.5513899999999996,2.033333333333333,2.2543866666666665,2.125,2.1333333333333333,2.8215266666666667,1.975,2.0,1.4,2.008333,1.2,2.05,1.8293475000000001,2.5875,2.0875,2.2543866666666665,1.7333333333333334,2.2,1.867935,2.1,1.8199999999999998,2.2505200000000003,2.2,2.075,2.065105,1.74375,2.0401049999999996,1.875,2.283333333333333,1.8402175,2.0,2.0770825000000004,3.15,1.85,2.290085,1.55,2.4,3.0166666666666666,1.8,2.2,1.8,1.8,2.0152175,2.15,2.0875,2.82014,2.1645825000000003,2.2875,2.127605,2.0043475,2.025,2.0,1.8,1.8,1.9020825000000001,1.2,2.0152175,1.875,2.966666666666667,2.42931,1.79375,1.880056666666667,1.6862949999999999,2.0395825000000003,2.0395825000000003,2.0395825000000003,1.4,3.0520833333333335,2.2,1.4,1.2,2.2,1.4510425,2.433333333333333,2.6625,1.45,1.1916666666666667,2.406465,2.50139,1.7760424999999997,2.025,1.9666666666666666,1.4841574999999998,1.4429349999999999,1.35,1.9166666666666667,0.8,2.0395825000000003,1.790625,2.0,1.325,2.8,2.1026049999999996,1.825,2.716666666666667,2.7,1.95,2.128125,2.0,1.8402175,2.933333333333333,2.2,2.1875,1.718,2.052605,2.5163800000000003,2.1026049999999996,2.1,1.966,1.790625,2.036843333333333,2.054386666666667,1.6,1.867935,1.525,2.0,1.825,2.1885424999999996,2.221053333333333,2.51293,1.7,1.8,1.875
O36,2.3432,2.384866666666667,2.54715,2.4407875000000003,2.3865416666666666,2.6073,2.625,2.5416666666666665,2.6666666666666665,2.6293875,2.6875,2.5625,2.5208333333333335,2.3399125,2.625,2.55,2.5427625,2.4418875,1.9802625,2.6907875000000003,2.398025,2.3333333333333335,2.9407875000000003,2.876095833333333,2.876095833333333,2.938595833333333,2.3804833333333333,2.48465,2.4583333333333335,2.5,2.4638166666666668,2.5833333333333335,2.6666666666666665,2.783333333333333,3.0185166666666667,2.842591666666667,2.5260416666666665,2.91875,2.5416666666666665,2.96875,1.9780266666666666,2.3333333333333335,3.25,2.5833333333333335,2.668858333333333,2.6710541666666665,2.5833333333333335,3.0,2.5180566666666664,0.0,2.793858333333333,2.6875,2.375,2.7291666666666665,2.0868066666666665,2.5010958333333333,1.8399124999999998,2.7752208333333335,2.6666666666666665,2.3333333333333335,2.9583333333333335,2.293858333333333,2.7216625000000003,2.592591666666667,2.360745833333333,2.0,2.908528333333333,2.0,2.3333333333333335,2.6666666666666665,2.9479166666666665,2.5833333333333335,2.79375,2.786806666666666,2.5513899999999996,2.55,2.67215,2.6666666666666665,2.7741208333333334,2.60965,2.2760416666666665,2.3333333333333335,2.8333333333333335,2.751095833333333,2.418858333333333,2.55,2.6677625,3.0,2.6875,2.5625,2.5877208333333335,2.6041666666666665,2.543858333333333,1.3333333333333333,2.6940791666666666,2.6666666666666665,2.701120833333333,3.4166666666666665,2.5833333333333335,2.8377208333333335,2.5,3.0833333333333335,2.0,2.82014,2.9166666666666665,2.5021916666666666,2.7333333333333334,2.793858333333333,1.6666666666666667,2.4594291666666668,2.3333333333333335,2.6458333333333335,2.6666666666666665,2.294954166666667,2.6666666666666665,2.25,2.85,2.7666666666666666,2.75,2.5899125,2.5694433333333335,2.751095833333333,2.7916666666666665,2.6510416666666665,2.0973,2.2708333333333335,2.59375,2.6677625,2.615133333333333,2.5318,2.615133333333333,2.571270833333333,2.3333333333333335,3.25,2.65,2.4541666666666666,3.0,2.5416666666666665,2.6666666666666665,2.9010416666666665,2.6666666666666665,2.504633333333333,2.3969291666666668,1.6549483333333335,2.1710541666666665,2.6666666666666665,2.3333333333333335,2.625,2.5032875000000003,2.4616208333333334,2.0,2.43611,2.4616208333333334,2.7083333333333335,2.79375,2.5899125,2.6666666666666665,2.0844291666666668,2.625,2.2760416666666665,2.3052566666666667,1.9277458333333335,2.648025,2.6666666666666665,2.735745833333333,2.6510416666666665,3.0416666666666665,2.793858333333333,2.6201399999999997,1.7532875,2.758770833333333,2.2719291666666668,2.933333333333333,2.7673600000000005,2.6666666666666665,2.25,2.0,2.545283333333333,2.5460541666666665,2.5,2.8604166666666666,2.7916666666666665,2.5,2.0,2.6469291666666668,2.3793875,2.69514,2.7916666666666665
O37,1.75,1.75,2.19336,1.9609375,1.75,2.5515333333333334,2.1875,2.19628875,1.25,1.5,1.5,1.5,1.5,1.9375,2.25,2.25,2.1875,1.75,1.7236325,2.1875,2.25,1.9196416666666665,2.20703125,2.1875,2.1875,2.25,1.9375,2.25,2.25,1.964035,1.9375,1.964035,2.23752,2.35,1.75,2.39582,2.2833,1.775,2.2199999999999998,2.279166666666667,2.8366208333333334,1.8511916666666668,3.0416666666666665,2.0,2.17578125,2.4312,2.1836125,1.95,2.215625,2.793858333333333,0.0,1.5,1.70703125,1.6953125,1.775,1.97461,1.5,2.203125,2.0833333333333335,2.0833333333333335,1.5,1.0,1.75,2.0,1.5,2.3125,2.4114583333333335,2.0195375,2.0,2.023808333333333,3.2083333333333335,1.95703125,2.0041675,2.1,2.6004625,2.175,1.7109375,1.25,2.6875,2.0,2.1378708333333334,1.9285166666666669,1.5,2.25,1.75,1.9121099999999998,1.71875,1.925,1.98580875,1.7051387500000001,1.75,1.7051387500000001,1.25,2.0875,1.5,1.828125,2.1484375,3.5,1.75,2.6875,1.7265625,2.0,2.0856999999999997,2.2,1.5,2.25,1.43138,1.75,2.0458333333333334,1.71875,2.4389416666666666,1.5,1.25,1.75,1.25,1.75,2.1,1.45638,1.75,1.5,2.1,1.96875,2.0,2.418858333333333,2.16452,1.9609375,2.2986125,1.9765625,1.5988775,1.47534125,1.4738775,2.21777375,2.2335541666666665,1.75,2.0541674999999997,2.2,1.5,2.2109375,1.9583333333333333,2.3333333333333335,1.75,2.2529749999999997,2.1175,2.669954166666667,2.0,1.75,2.023808333333333,1.5,1.75,2.0,1.8511916666666668,2.3041674999999997,2.162995,2.17944375,1.9052075000000002,2.0,2.232454166666667,1.727295,1.75,2.4396916666666666,2.6046875000000003,1.75,1.0,2.2619041666666666,1.96875,2.5021916666666666,1.75,1.73132375,2.2041674999999996,1.94256625,2.38406,1.94256625,1.8,2.0041675,2.17944375,1.7291666666666667,2.0,1.90625,2.0,2.0,1.55,1.96875,1.9609375,1.9778708333333335,2.16,2.0,1.5855475,2.0
O38,1.75,1.75,1.97265625,1.75,1.75,2.4407875000000003,1.96411125,1.95703125,1.75,1.75,1.75,1.75,1.75,1.9801025,2.25,2.25,2.1875,1.9609375,1.8928224999999999,1.8984375,2.0,1.9642875,1.981445,1.9375,1.9375,2.1875,1.70703125,2.1875,2.395,1.93994125,1.70703125,1.93994125,2.24505625,2.35,2.25,2.585,2.3333333333333335,1.6770825000000003,2.1375,2.275,2.692983333333333,1.7172625000000001,2.9248208333333334,1.75,1.9375,2.2452725,1.6458333333333333,1.808595,2.128125,2.6875,1.5,0.0,1.98461875,1.75,1.6427075000000002,2.17846625,1.703125,1.75,2.0833333333333335,2.0,1.5,1.458985,1.7309575000000001,2.0,1.25,2.2083333333333335,2.375,1.7822208333333334,1.9375,2.1369041666666666,3.25,1.5,2.1625,2.1,2.3893525,2.425,1.5,1.75,2.25,2.1796875,1.6176833333333331,1.6722208333333333,1.5,2.0,1.71875,1.8770825000000002,1.91015625,1.925,1.5,1.75,2.0,1.875,1.5,2.0416666666666665,1.75,1.9380200000000003,1.74121125,3.5,1.5,2.6875,1.9296875,2.140625,2.1907875000000003,1.8625,1.75,2.2375,1.6770825000000003,1.9375,2.0833333333333335,1.734375,2.509866666666667,1.5,1.75,1.7294925,1.75,1.25,1.775,1.728125,1.75,1.9140625,2.175,1.9898687499999999,1.75,2.486841666666667,2.185,1.98767125,2.25,2.21875,1.25,1.25,1.25,2.1823725,2.2532875000000003,1.75,1.95625,2.075,1.5,2.1677175,2.1458333333333335,1.7361125,1.5,2.1399875,2.17811625,2.688595833333333,1.96191375,1.72973625,2.0416666666666665,1.98520625,1.75,2.0,1.9166666666666667,2.1791674999999997,1.98046875,1.72265625,2.0005200000000003,2.0,2.5679833333333333,1.8828125,1.75,2.543858333333333,2.5515333333333334,1.25,1.73211625,2.0,1.6875,2.486841666666667,2.0,1.94775375,1.975,1.72168,2.3952437499999997,1.48120125,1.8541674999999997,2.0291675,1.75,1.75,1.9474999999999998,1.9333325000000001,2.0,1.75,1.8505200000000002,1.956055,1.96191375,1.74315,2.19504,2.0,1.7270825000000003,1.75
O39,1.6875,1.6875,1.72558625,1.710205,1.72168,2.669954166666667,1.75,1.5,1.953125,1.9375,1.5,1.5,1.5,0.75,1.7916666666666667,1.75,1.5,1.4963375,1.5,1.6875,1.75,1.8722375,1.9698487500000001,1.72587625,1.75,1.73535125,1.9287725,2.3845987500000003,2.3845987500000003,1.69628875,1.9287725,1.69628875,2.17784375,1.975,1.99414,2.0,2.5690791666666666,2.05,2.23,2.4222208333333333,2.6271916666666666,1.6377291666666665,3.1476458333333333,1.75,1.75,2.0,1.9708333333333332,2.325,1.6606124999999998,2.375,1.70703125,1.98461875,0.0,1.75,1.715625,1.7109375,1.5,1.74121125,1.8690458333333335,1.8273791666666668,2.0,1.6931150000000001,1.74975625,2.0,1.740235,2.5318,2.2083333333333335,1.9444458333333332,1.5,2.0833333333333335,2.9649125,1.98828125,2.025,1.8090924999999998,1.7768525,1.690625,1.75,1.7236325,1.99294,1.72692875,1.9875916666666669,1.7972208333333333,2.0,1.5,1.95459,1.7520825000000002,2.0,2.3,1.75,1.48828125,1.75,1.48828125,1.75,1.7944458333333333,1.5,2.125,1.75,3.2168375,1.75,2.4365,1.5,2.0,2.5625,2.025,2.0,2.1646,1.825,1.7480475,1.8777791666666666,1.7392575,2.543858333333333,1.75,1.75,1.5,1.7109375,1.75,2.0927075000000004,1.85,1.96875,1.66723625,1.6197475000000001,1.5,1.75,2.6940791666666666,1.75,1.75,2.1041666666666665,1.75,1.94635,1.9479975,1.94635,1.5,2.634866666666667,2.25,1.85,1.587195,2.0,1.7265625,2.2916666666666665,2.4583333333333335,1.71777375,1.3509791666666668,2.3425000000000002,2.174341666666667,1.9743650000000001,1.94140625,2.1666666666666665,1.5,1.73828125,1.25,1.8690458333333335,1.7802075000000002,1.96221875,1.875,1.825,1.25,2.5668875,1.5,1.9375,2.5866208333333334,2.6896916666666666,1.75,1.75,2.25,1.5,2.735745833333333,1.75,1.74682625,1.85,1.5,2.24423875,1.5,2.1510425,1.7880200000000002,1.9933475,1.9098166666666667,1.9098166666666667,1.740625,1.5,1.70703125,1.878125,1.75,1.75,2.125,2.1790000000000003,1.75,1.9020825000000001,2.0
O40,1.95214875,1.95214875,1.75,1.75,1.75,2.549341666666667,1.25,1.75,1.25,1.25,1.71875,1.70703125,1.71875,1.75,1.484375,1.6256574999999998,1.5,1.75,2.0,1.25,1.75,1.2200416666666667,2.0,1.5,1.5,1.95703125,1.5,2.0,2.0,1.75,1.5,1.75,2.25,1.65,1.25,2.1685,2.5625,1.425,2.1725000000000003,2.4222208333333333,2.7719291666666663,1.375,3.3143124999999998,1.5,1.5,2.2476000000000003,1.875,1.2,2.05,2.7291666666666665,1.6953125,1.75,1.75,0.0,1.7157600000000002,1.95703125,2.0,1.9631349999999999,1.625,1.4166666666666667,1.25,1.74449875,1.0,1.75,1.7109375,2.4057,2.1875,1.6319458333333332,2.0,1.6041666666666667,3.0,1.75,1.3256575,1.55,2.3,1.592105,1.72753875,1.25,2.4025,1.75,2.0416666666666665,1.5458333333333334,1.25,1.4652775,0.75,1.3918475000000001,1.5,1.45,1.737305,1.6875,1.96972625,1.6875,1.25,2.1472208333333334,1.25,1.1539475,1.5,3.75,1.25,2.5,1.5,1.75,2.6907875000000003,1.375,1.25,2.2355799999999997,1.4125,1.25,2.1888875,0.9976849999999999,2.335525,1.703125,1.7274175,1.5,1.25,1.75,1.2282899999999999,1.3125,1.49845625,1.5,1.9375,1.25,1.75,2.688595833333333,2.25,1.73771625,1.6277791666666666,1.49845625,1.5,1.73828125,1.5,1.75,2.7083333333333335,1.5,1.351315,1.9135874999999998,1.25,1.75,1.375,2.125,1.0,1.7916666666666667,2.0,2.668858333333333,1.75,1.5,1.5833333333333333,1.75,1.25,1.5,1.5416666666666667,1.975,1.75,1.9670412499999999,1.325,2.0,2.5460541666666665,1.75,1.25,2.875,2.585525,1.75,1.72265625,1.75,1.25,2.688595833333333,1.49691375,1.75,1.8255425000000003,1.7265625,2.395,1.7265625,1.528125,1.65,1.9670412499999999,2.0208333333333335,1.9375,1.5,1.25,1.25,1.4375,1.0,1.9609375,1.8777791666666666,2.42462,1.5,1.3343824999999998,1.75
O41,1.6807299999999998,1.7557299999999998,1.8625,1.59375,1.8546875,1.91875,1.8,1.9432299999999998,1.8,1.825,1.825,1.8791674999999999,1.85,1.8645825000000003,2.1,2.0,1.95,1.528125,1.7625,1.725,2.0270825,1.6333333333333333,2.225,1.95,1.95,2.425,1.9151049999999998,2.2521549999999997,2.552155,1.6651049999999998,1.8901049999999997,1.7401049999999998,2.1659475,2.2,2.15,2.375,2.4381933333333334,1.6,2.2625,2.5,2.1333333333333333,1.5784300000000002,3.223563333333333,1.6005425,1.8,1.8672425000000001,1.9,1.9276,1.8463999999999998,2.0868066666666665,1.775,1.6427075000000002,1.715625,1.7157600000000002,0.0,1.9,1.6760424999999999,2.26302,1.8666666666666667,1.5666666666666667,2.15,1.665625,2.025,1.6,1.8010424999999999,2.400693333333334,2.15,1.7368433333333333,1.9130200000000002,2.0,3.1333333333333333,1.7010424999999998,1.95,1.8,2.50833,1.8,1.75,1.8,2.5508625,2.1375,1.9561400000000002,1.6089566666666666,2.0,2.25,1.675,1.7719999999999998,1.8265625,1.968,1.7755200000000002,1.6505200000000002,1.9020825000000001,1.6005200000000002,1.575,1.6359633333333334,1.875,1.55,1.6520825000000001,3.2,1.4755425,2.65,1.6270825000000002,2.25,2.6055566666666663,1.9296,1.9125,2.151725,1.7736,1.75,1.6026300000000002,1.4027175,2.369443333333334,1.8015625,2.0125,1.42014,1.8,1.5063375,1.7724,1.7736,1.6043475,1.975,1.797088,1.827175,1.875,2.8020833333333335,2.2043100000000004,1.825,1.85,1.8,2.0296875,2.0791674999999996,1.9296875,1.9875,2.7,2.25,1.6,1.8,2.125,2.0,2.0009799999999998,2.0090966666666668,1.6875,1.775,2.375,2.2354166666666666,2.05052,1.9375,1.7333333333333334,2.1395825000000004,2.15,1.85,1.4666666666666666,1.5864,1.7416674999999997,1.8786450000000001,1.95,1.9630200000000002,2.41875,1.1997825,1.625,2.6666666666666665,2.2743066666666665,1.28138,1.525,1.9333333333333333,1.85,2.5847233333333333,2.125,1.7395825000000003,1.6,1.415625,2.325,1.5395825,1.8,1.6,1.775,1.9894733333333334,1.7868433333333333,1.8,2.1,1.6,1.968,2.0,1.8385424999999997,1.7052633333333334,2.475,1.6380424999999998,1.8,1.8
O42,1.9281000000000001,1.9281000000000001,1.73828125,1.6796875,1.95410125,2.5,1.71118125,1.68862875,2.25,2.0,1.96411125,1.9609375,1.96411125,1.7109375,2.0416666666666665,2.0,1.75,1.5,1.99902375,1.5,1.484375,1.7351208333333332,1.5,1.5,1.5,1.75,1.5,1.9777,2.21116,1.7480475,1.5,1.7480475,2.3200000000000003,2.1,2.25,2.4524999999999997,2.8333333333333335,2.1,2.0,2.231945833333333,2.6907875000000003,1.9002958333333335,3.545291666666667,1.25,0.5,2.1619,2.25,2.56875,1.9505200000000003,2.5010958333333333,1.97461,2.17846625,1.7109375,1.95703125,1.9,0.0,1.75,1.75,1.8958333333333333,1.8958333333333333,2.25,1.98046875,2.0,2.0,1.94696,2.418858333333333,2.25,2.2291666666666665,1.7265625,2.25,2.6907875000000003,1.95629875,2.025,1.7635424999999998,2.1027774999999997,2.05,1.75,2.1875,1.9775,1.5,1.9833333333333334,2.1666666666666665,2.25,1.95703125,2.0,1.8390625,2.16015625,2.39375,2.1753887499999998,1.7421875,1.73828125,1.7421875,1.953125,2.1666666666666665,1.75,2.25,1.96875,3.4375,1.7109375,2.0,1.73974625,2.25,3.0,1.9510424999999998,2.25,2.39404,2.2390625,1.75,2.066666666666667,1.75,2.8333333333333335,1.99975625,2.0,1.91015625,1.96875,1.75,2.025,2.2125,1.7109375,1.9787287500000001,2.075,2.0,1.7109375,2.7916666666666665,2.0,1.69043,1.9805541666666666,1.75,2.0,2.0,2.0,1.25,3.0833333333333335,2.25,1.9375,1.775,2.25,1.25,2.4895833333333335,2.5729166666666665,1.94653375,1.9821416666666665,2.4050000000000002,2.751095833333333,1.9721674999999999,2.1753887499999998,2.0416666666666665,1.99316375,2.0,1.6875,1.8764874999999999,1.93125,1.75,1.7265625,2.05,1.7265625,2.8125,1.91015625,1.9609375,2.7708333333333335,2.8958333333333335,1.75,1.96875,2.0833333333333335,1.5,2.8333333333333335,2.0,1.75,1.759245,1.93432625,2.25,1.7421875,2.2,1.975,1.75,2.1875,2.0625,2.0630200000000003,2.0,1.6875,2.1255200000000003,1.95703125,1.988525,2.125,2.25,1.75,2.0875,1.7109375
O43,1.7265625,1.7265625,2.0,1.75,1.95703125,2.579120833333333,2.0,1.75,1.75,1.75,1.75,1.75,1.75,1.5,2.0833333333333335,1.9,1.75,1.75,0.5,2.0,2.1640625,1.9166666666666667,2.0,2.0,2.0,2.16015625,1.75,2.25,2.25,1.5,1.75,1.5,2.0,2.325,2.25,2.46,2.5833333333333335,1.925,2.0,2.3402791666666665,2.4418875,1.75,3.1086958333333334,1.75,2.0,2.0,2.3333333333333335,2.3,2.15,1.8399124999999998,1.5,1.703125,1.5,2.0,1.6760424999999999,1.75,0.0,2.0,2.0,2.0,1.75,1.5,1.75,1.75,1.75,2.5241208333333334,2.4583333333333335,1.9187958333333335,1.25,2.125,3.2083333333333335,1.75,2.15,2.05,2.2375,2.2,1.5,1.75,2.4191000000000003,1.94348125,2.0445375,1.9597208333333331,1.75,2.0,1.75,1.85,2.0,2.3,1.96875,1.66839625,1.72898875,1.66839625,1.5,1.6114833333333334,1.5,2.1,2.0,3.2193875,1.5,2.5,1.75,2.25,2.523025,2.3,1.75,2.1875,1.8,1.75,1.8194458333333332,1.75,2.6907875000000003,1.5,1.5,1.5,1.75,1.4824225,2.25,1.775,1.75,1.72265625,2.225,1.75,1.75,2.7532875000000003,1.4955,1.72898875,2.1875,1.8984375,1.48046875,1.48046875,1.48046875,1.75,2.4407875000000003,2.0,2.075,2.0,1.75,2.0,2.2916666666666665,2.5416666666666665,1.75,1.9642875,2.25,2.3388166666666668,1.75,1.95703125,2.0833333333333335,1.75,1.96875,1.75,1.7916666666666667,2.1770825,1.9375,1.9375,2.175,1.5,2.5134458333333334,1.25,1.75,2.2774125,2.732454166666667,1.0,1.5,2.2083333333333335,1.75,2.7116208333333334,2.0,1.5,2.2,1.0,2.2247075,1.5,1.85,1.875,1.75,1.7555541666666665,2.0027791666666666,1.7020825000000002,1.75,1.75,2.05,2.0,1.75,2.0849083333333334,2.19878,1.5,1.875,1.75
