,O1 A,O1 A1,O1 B,O1 C,O2,O3,O4,O4.2,O5 ab,O5 ac,O6,O6.2,O6.3,O7,O8,O9,O9 a,O10,O11,O12,O13,O15,O16,O16.2,O16.3,O17,O18 A,O18 A1,O18 A1A2,O18 ab,O18 ac,O18 B,O18 B1,O19 ab,O20 ab,O20 ac,O21,O22,O23 A,O24,O25,O26,O27,O28 ab,O28 ac,O29,O30,O32,O35,O36,O37,O38,O39,O40,O41,O42,O43,O44,O45,O45 rel,O46,O48,O49,O52,O53,O55,O56,O58,O59,O61,O62,O64,O65,O66,O68,O69,O70,O71,O73,O73 ab,O74,O75,O76,O77,O78,O79,O82,O83,O85,O86,O86.2,O86.3,O87,O88,O90,O91,O96,O97,O98,O99,O100,O101,O102,O103,O104,O105,O107,O108,O109,O110,O111,O112 ab,O112 ac,O113,O114,O115,O116,O117,O118,O119,O120,O121,O123,O124,O125 ab,O126,O126.2,O127,O128 ab,O128 ab.2,O128 ac,O129,O130,O131,O132,O133,O134,O135,O136,O137,O138,O139,O140,O141,O142,O143,O145,O146,O147,O148,O149,O150,O151,O152,O153,O154,O155,O156,O157,O158 ab,O158 ac,O159,O160,O161,O163,O164,O165,O166,O167,O168,O169,O170,O171,O172,O173,O174 ab,O174 ac,O175,O176,O177,O178,O180,O181,O182,O183,O184,O185,O186
O44,2.0,2.0,1.75,2.0,1.9921875,2.7916666666666665,1.75,1.73828125,2.25,2.0,1.75,1.75,1.75,1.74121125,1.2997458333333334,1.40052,1.25,2.203125,2.0,1.5,1.737305,2.0416666666666665,1.73269625,1.7392575,1.7392575,0.5,1.73846375,1.99972,1.99972,1.75,1.73846375,1.75,2.0,2.0,2.1875,2.4125,2.7916666666666665,2.1020825000000003,2.4187000000000003,2.216666666666667,2.9265333333333334,2.2291666666666665,3.3396749999999997,2.0,1.953125,2.463,1.9279625000000002,2.2651049999999997,2.08802,2.7752208333333335,2.203125,1.75,1.74121125,1.9631349999999999,2.26302,1.75,2.0,0.0,2.125,2.0416666666666665,1.9765625,2.23339875,2.0,2.25,1.9643549999999999,2.9057,2.4166666666666665,1.8958333333333333,1.25,2.2336291666666668,2.6710541666666665,2.25,1.9875,1.8,1.1541675,1.775,1.75,2.25,0.75,0.75,2.1566666666666667,2.4166666666666665,2.25,0.5,1.97265625,2.002605,2.22692875,2.2140625,1.5,2.0,1.9609375,2.0,2.21777375,2.004166666666667,1.97265625,2.2875,2.0,3.75,2.21777375,2.0,2.0,2.0,2.8991208333333334,1.7125,2.2167975,2.46,2.2385425,2.0,2.316666666666667,2.2167975,2.923245833333333,1.97461,1.97461,2.2265625,2.0,1.75,1.9395825000000002,2.0177075,2.25,1.74609375,1.9255200000000001,1.98828125,1.75,2.8015333333333334,2.1868,1.75,2.1666666666666665,1.75,1.75,1.75,1.75,1.5,2.860745833333333,2.0,2.0375,1.6916674999999999,1.9765625,1.5,2.5208333333333335,2.2555541666666667,1.98828125,1.9434541666666665,2.2424999999999997,2.7708333333333335,1.94775375,2.0,2.2752958333333333,1.95703125,1.75,1.75,2.2336291666666668,2.065625,1.75,1.75,1.9875,2.0,2.7927625,2.2126462499999997,1.98828125,2.9166666666666665,3.067983333333333,2.0,2.1953125,2.4583333333333335,1.9575037499999999,2.634866666666667,1.9765625,2.19628875,1.925,2.22558625,1.75,2.2265625,2.2265625,2.0,1.75,2.2083333333333335,2.1666666666666665,1.6625,1.0,2.0,2.0885425,1.9375,2.1909175000000003,2.4375,1.7325,2.0,2.0875,2.0
O45,1.8794625,1.8794625,1.8348208333333333,1.75,1.9196416666666665,2.6666666666666665,1.4185625000000002,1.8690458333333335,1.5833333333333333,1.4204541666666666,1.9211291666666668,2.0252958333333333,2.0044625000000003,1.8273791666666668,1.3333333333333333,1.4,1.3371208333333333,1.7708333333333333,2.0252958333333333,1.2916666666666667,1.8348208333333333,1.0,1.9598208333333333,1.4185625000000002,1.4185625000000002,2.0833333333333335,2.043579166666667,2.5232833333333335,2.481616666666667,1.8958333333333333,2.0852458333333335,1.8958333333333333,2.400733333333333,1.5333333333333334,1.8333333333333333,2.571616666666667,2.3333333333333335,1.6666666666666667,2.5625,2.0,2.6666666666666665,1.3333333333333333,3.25,1.318525,1.4185625000000002,2.4583333333333335,1.9814816666666666,2.0,1.6372533333333332,2.6666666666666665,2.0833333333333335,2.0833333333333335,1.8690458333333335,1.625,1.8666666666666667,1.8958333333333333,2.0,2.125,0.0,0.3333333333333333,1.6614583333333333,2.055058333333333,1.6287875000000003,1.3333333333333333,2.0297625,2.65625,1.9855966666666667,2.3333333333333335,1.9166666666666667,1.3333333333333333,2.9500333333333337,1.8333333333333333,1.70119,1.3,2.2675,1.4,1.9166666666666667,1.6666666666666667,2.5208333333333335,2.0208333333333335,2.3333333333333335,2.0,1.8333333333333333,1.5416666666666667,1.8333333333333333,1.8872533333333332,2.125,2.0,1.9319708333333334,1.9211291666666668,1.715775,1.9211291666666668,1.4166666666666667,2.0,1.4261375,1.8666666666666667,2.125,3.3333333333333335,1.4166666666666667,2.3345583333333333,1.7559541666666665,2.0,2.6666666666666665,1.5333333333333334,1.8333333333333333,2.375,1.7083333333333333,1.585229166666667,1.6666666666666667,1.585229166666667,3.0,2.2291666666666665,2.2291666666666665,2.0267874999999997,1.6666666666666667,1.9166666666666667,1.70119,1.7083333333333333,1.4166666666666667,1.9532333333333334,1.8,1.585229166666667,1.4166666666666667,2.6666666666666665,2.3627458333333333,1.715775,1.6666666666666667,1.3371208333333333,2.0297625,2.0297625,2.0297625,1.8139874999999999,2.6666666666666665,1.8333333333333333,1.4333333333333333,1.82353,1.703125,1.8363083333333332,2.0,2.641975,1.5037875000000003,1.4583333333333333,2.569854166666667,2.6666666666666665,2.0669625000000003,1.9319708333333334,1.6666666666666667,1.940475,1.5416666666666667,1.257575,1.3333333333333333,1.64625,1.9241083333333335,1.715775,1.70119,1.75,2.6666666666666665,2.0267874999999997,1.4810625000000002,2.6666666666666665,2.9166666666666665,1.9166666666666667,2.0833333333333335,1.6666666666666667,1.4261375,2.6666666666666665,1.703125,1.9002958333333335,1.8333333333333333,2.0267874999999997,2.4595583333333333,2.0267874999999997,1.5333333333333334,1.5202366666666667,1.715775,2.0,2.0,1.4333333333333333,1.5416666666666667,1.257575,1.7666666666666666,1.6287875000000003,2.2291666666666665,2.3333333333333335,2.420341666666667,1.257575,1.5345233333333332,1.4166666666666667
O45 rel,1.7991083333333335,1.7574416666666668,1.8333333333333333,1.7083333333333333,1.8333333333333333,2.3333333333333335,1.2102291666666667,1.6614583333333333,1.5833333333333333,1.4204541666666666,1.9211291666666668,1.9211291666666668,1.9211291666666668,1.9107125,1.3333333333333333,1.4,1.3371208333333333,1.6666666666666667,2.0252958333333333,1.0,1.6264874999999999,0.6666666666666666,1.9181541666666666,1.4185625000000002,1.4185625000000002,2.1666666666666665,1.8333333333333333,2.5,2.606616666666667,1.8958333333333333,1.9583333333333333,1.9375,2.400733333333333,1.5333333333333334,1.8333333333333333,2.65495,2.28125,1.6666666666666667,2.3125,2.0,2.3333333333333335,1.328125,3.25,1.1139791666666667,1.3333333333333333,2.25,1.9794233333333333,2.0,1.6705866666666664,2.3333333333333335,2.0833333333333335,2.0,1.8273791666666668,1.4166666666666667,1.5666666666666667,1.8958333333333333,2.0,2.0416666666666665,0.3333333333333333,0.0,1.6614583333333333,1.938775,1.6287875000000003,1.3333333333333333,1.8672416666666667,2.3333333333333335,1.9372433333333332,2.0,1.9166666666666667,1.3333333333333333,2.9500333333333337,1.6666666666666667,1.70119,1.3,2.2675,1.4,1.9166666666666667,1.6666666666666667,2.5208333333333335,2.0208333333333335,2.0,2.0,1.8333333333333333,1.5416666666666667,1.5572916666666667,1.8872533333333332,2.0833333333333335,2.0,1.7242791666666666,1.9211291666666668,1.715775,1.9211291666666668,1.4166666666666667,1.6666666666666667,1.4261375,1.6375,1.8333333333333333,3.3333333333333335,1.3333333333333333,2.3345583333333333,1.5476208333333332,2.0,2.6666666666666665,1.3666666666666667,1.8333333333333333,2.3541666666666665,1.7083333333333333,1.585229166666667,1.3333333333333333,1.460229166666667,2.6666666666666665,2.0639875,2.2291666666666665,1.7767875,1.6666666666666667,1.7098208333333333,1.60119,1.7083333333333333,1.4166666666666667,1.9532333333333334,1.8,1.585229166666667,1.4166666666666667,2.6666666666666665,2.3627458333333333,1.5089291666666667,1.3333333333333333,1.3371208333333333,2.0297625,2.0297625,2.0297625,1.6056541666666666,2.6666666666666665,1.8333333333333333,1.3357133333333333,1.82353,1.6614583333333333,1.7113083333333332,1.6666666666666667,2.3168716666666667,1.3798208333333335,1.4583333333333333,2.6531875,2.3333333333333335,1.7931541666666666,1.7242791666666666,1.3333333333333333,1.9821416666666665,1.5416666666666667,1.257575,1.0,1.5572666666666668,1.7127958333333335,1.7083333333333333,1.70119,1.75,2.6666666666666665,1.8184541666666665,1.4393958333333334,2.6666666666666665,2.5833333333333335,1.6681541666666666,1.9166666666666667,1.3333333333333333,1.4261375,2.6666666666666665,1.703125,1.9002958333333335,1.7333333333333334,1.8184541666666665,2.4595583333333333,1.7351208333333332,1.5333333333333334,1.5202366666666667,1.75,1.9814816666666666,1.6666666666666667,1.4333333333333333,1.5416666666666667,1.0915958333333333,1.7666666666666666,1.6287875000000003,2.1041666666666665,2.0,2.4620083333333334,1.257575,1.5345233333333332,1.4166666666666667
O46,2.0,2.0,2.25,2.25,2.0,2.9616208333333334,1.5,2.0,1.25,1.48611125,2.0,2.0,2.0,1.953125,1.9166666666666667,1.9,1.75,2.25,1.5,1.5,2.25,1.75,1.9609375,1.5,1.5,2.0,1.75,2.2225,2.2225,1.7207025,1.75,1.7207025,2.2024999999999997,1.95,1.75,2.6875,2.5833333333333335,1.6125,2.1875,2.0472208333333333,2.7335541666666665,1.6287875000000003,2.9030791666666667,1.5,1.75,2.4524999999999997,2.2916666666666665,1.425,2.2,2.9583333333333335,1.5,1.5,2.0,1.25,2.15,2.25,1.75,1.9765625,1.6614583333333333,1.6614583333333333,0.0,1.75,1.4907412500000001,1.75,2.0,2.6052625,2.3333333333333335,2.2916666666666665,2.0,1.4583333333333333,3.1666666666666665,1.98828125,1.675,1.80625,2.5,1.9,1.75,1.25,2.455,2.0,2.0430541666666664,2.2916666666666665,1.25,1.5,1.5,1.9032600000000002,1.5,1.40329,1.953125,1.5,2.0,1.5,1.45833375,2.2916666666666665,1.0,1.4789474999999999,2.21875,3.75,1.5,2.75,2.25,1.5,2.2532875000000003,1.575,1.25,2.5,1.3539474999999999,1.5,2.2916666666666665,1.5,2.8344291666666663,1.75,1.75,1.9707025,1.25,2.0,1.55,1.3039475,1.75,2.0,2.0625,1.5,1.5,2.3366208333333334,2.375,2.0,2.4583333333333335,1.5,1.488525,1.488525,1.488525,2.25,2.210525,1.0,1.7625,2.1,0.0,2.230225,1.6979166666666667,2.1458333333333335,1.5,2.0416666666666665,2.2325,2.9583333333333335,1.75,2.0,1.7291666666666667,1.99316375,1.5,1.75,1.625,2.375,2.22265625,2.0,1.59375,2.25,2.485745833333333,1.75,1.5,2.5010958333333333,2.8168875,2.0,1.7248537499999999,1.9166666666666667,1.5,2.419954166666667,1.25,1.6796875,2.175,2.0,2.20564,2.0,0.985735,1.675,2.0,1.8763874999999999,2.125,1.721875,1.5,1.75,1.4539475,1.5,1.75,2.2916666666666665,2.16,1.75,1.559375,1.5
O48,1.4609375,1.4609375,1.9491275,1.7078250000000001,1.4707025,2.1940791666666666,1.75,1.72168,1.5,1.75,1.5,1.5,1.5,1.72461,2.25,2.2020825000000004,2.19628875,1.6971125,1.73046875,1.99273625,1.75,1.938775,2.24243125,2.0,2.19628875,2.25,1.5,1.9825,2.0,1.5,1.5,1.5,1.9726,2.225,1.75,2.1969000000000003,2.4583333333333335,1.8322924999999999,2.19176,2.3541666666666665,2.23465,1.3975333333333335,2.9583333333333335,1.75,1.99273625,2.18651625,2.0833333333333335,1.8791674999999999,1.8302075000000002,2.293858333333333,1.0,1.458985,1.6931150000000001,1.74449875,1.665625,1.98046875,1.5,2.23339875,2.055058333333333,1.938775,1.75,0.0,1.7395025,2.0,1.25,2.3366208333333334,2.1458333333333335,1.7667583333333334,1.5,2.0137125,3.1666666666666665,1.75,2.0041675,2.0515625,2.35,1.775,1.75,1.25,2.4725,1.75,1.8463874999999998,1.4123166666666667,1.5,2.25,1.5,1.7317700000000003,1.5,2.025,1.749695,1.71582,1.75,1.71582,1.4916075,1.6722208333333333,1.72461,1.825,1.875,3.2193875,1.5,2.6550000000000002,1.7380525,2.0,2.17215,2.075,1.71411125,1.75,1.675,1.75,1.6722208333333333,1.4824225,2.133020833333333,1.49707,1.5,1.4392087500000001,1.5,1.4375,2.0,1.575,1.5,1.0,1.6390625,1.95965625,1.9824225,2.4385958333333333,1.9675,1.98291,1.9833333333333334,2.1958012499999997,1.48828125,1.6875,1.48828125,1.939575,2.2138166666666668,2.0,1.7822924999999998,1.8630200000000001,1.75,1.9887700000000001,2.0,2.1277791666666666,1.488525,1.7022750000000002,2.0,2.236841666666667,1.5,1.5,1.8508708333333335,1.71814,1.5,1.7365724999999999,1.703125,1.9072924999999998,1.93133875,1.9918825,2.0041675,1.5,2.3344291666666668,1.25,1.75,2.398025,2.1303666666666667,1.4375,1.4901624999999998,2.1279749999999997,1.9551387500000001,2.4385958333333333,2.0,1.73150625,2.05,1.499145,2.20862,1.4824225,2.0125,1.9421875,1.9918825,1.8435166666666667,1.9322208333333333,1.878125,2.0,1.72119125,1.775,1.7265625,1.5,1.683425,2.1875,1.9824225,1.7584849999999999,1.9824225
O49,1.73974625,1.73974625,1.977265,1.953125,1.75,2.9166666666666665,1.5,1.99414,1.5,1.25,1.966125,1.966125,1.966125,1.75,1.6287875000000003,1.6256574999999998,1.5,1.953125,1.75,1.5,1.75,1.6287875000000003,2.0,1.25,1.5,2.0,1.75,2.25,2.25,1.75,1.75,1.75,2.25,1.675,1.5,2.4135,2.6666666666666665,1.475,2.5,2.294445833333333,2.8125,1.375,3.3333333333333335,1.75,1.5,2.5,1.9700916666666668,1.6157899999999998,1.85163,2.7216625000000003,1.75,1.7309575000000001,1.74975625,1.0,2.025,2.0,1.75,2.0,1.6287875000000003,1.6287875000000003,1.4907412500000001,1.7395025,0.0,1.75,1.74316375,2.7916666666666665,2.3763875,2.0847208333333334,2.25,1.6041666666666667,3.0416666666666665,2.25,1.3006575,1.625,2.325,1.6177625,1.97265625,1.25,2.4524999999999997,1.75,2.25,1.9402791666666666,1.25,1.5,1.25,1.7875,1.75,1.6250700000000002,1.9865724999999999,1.5,2.0,1.5,1.48071,2.2083333333333335,1.0,1.425,1.75,3.5,1.5,2.5,1.75,1.75,2.6875,1.525,1.25,2.1950000000000003,1.31378,1.5,2.2083333333333335,1.25,2.751095833333333,1.75,1.75,1.75,1.5,1.97265625,1.40329,1.28878,1.75,1.5,1.8282600000000002,1.25,1.75,2.919954166666667,2.2024999999999997,2.0,2.2916666666666665,1.5,1.73046875,1.73046875,1.73046875,1.75,2.6677625,1.75,1.35,1.8532600000000001,1.5,1.95703125,1.5833333333333333,2.25,1.0,1.5448708333333332,2.2024999999999997,2.8168875,1.75,1.75,1.6041666666666667,1.6796875,1.24845625,1.25,1.5416666666666667,1.8277174999999999,2.0,2.0,1.3506575,1.75,2.9177625,2.0,1.25,2.6875,2.7083333333333335,1.97265625,1.75,1.9166666666666667,1.25,2.8782875000000003,1.5,2.0,1.9,1.75,2.4402,1.75,1.6,1.65,2.0,1.9388874999999999,2.1458333333333335,1.45,1.25,1.5,1.3172774999999999,1.0,2.0,2.0847208333333334,2.375,1.5,1.3875,1.75
O52,1.75,1.75,2.0,1.75,2.0,2.3333333333333335,1.5,2.0,1.5,1.5,2.0,2.0,2.0,2.0,1.6666666666666667,1.6,1.5,1.5,2.0,1.5,2.0,1.3333333333333333,2.0,1.5,1.5,2.25,2.25,2.7,2.7,2.0,2.25,2.0,2.465,1.8,1.5,2.0,2.6666666666666665,1.6,2.465,2.3333333333333335,2.6039083333333335,1.3333333333333333,3.5909083333333336,1.25,1.5,2.49484,2.3333333333333335,2.0,1.8,2.592591666666667,2.0,2.0,2.0,1.75,1.6,2.0,1.75,2.25,1.3333333333333333,1.3333333333333333,1.75,2.0,1.75,0.0,2.0,2.592591666666667,2.3333333333333335,2.2636083333333334,1.75,1.6666666666666667,3.0,1.5,1.8,1.4,2.5,1.6,1.75,1.5,2.6875,2.25,2.2636083333333334,2.0,1.75,1.75,1.75,1.95,2.25,2.0,2.0,1.980225,1.75,1.980225,1.25,1.943875,1.5,1.8,2.25,3.0,1.25,2.5,1.75,1.5,2.9166666666666665,1.8,1.75,2.25,1.6,1.5,1.943875,1.5,2.925925,2.230225,2.230225,2.0,1.5,1.75,1.8,1.6,1.25,2.0,2.0,1.5,1.25,2.6666666666666665,2.4225000000000003,1.75,2.0,1.5,2.0,2.0,2.0,1.980225,2.9166666666666665,1.75,1.6,1.95,1.75,2.0,2.0,2.6666666666666665,1.5,1.7986083333333334,2.5,2.6039083333333335,2.25,2.0,1.6666666666666667,2.230225,1.75,1.25,1.3333333333333333,1.8,2.0,2.0,1.8,1.75,2.3333333333333335,2.0,1.5,2.6039083333333335,2.925925,1.75,2.0,1.6666666666666667,1.5,2.6666666666666665,1.75,1.980225,2.0,2.0,2.5,2.0,1.6,1.4,2.0,2.0,2.0,1.6,1.75,1.25,1.8,1.75,2.230225,2.2636083333333334,2.5,1.25,1.6,1.25
O53,0.75,0.75,1.5,1.25,0.75,2.3366208333333334,1.7392575,1.5,1.5,1.73046875,1.25,1.25,1.25,1.740235,2.1875,2.1875,2.1885375,1.5,1.94628875,1.97992,1.25,1.9089083333333334,1.9968412500000001,1.9375,2.125,2.0,1.7403875,2.125,2.1550000000000002,1.6875,1.7403875,1.6875,2.18338,1.9625,2.0,2.37,2.5416666666666665,1.95,2.1734,2.0,2.4024125,1.5416666666666667,3.093295833333334,1.75,1.96997125,2.1969000000000003,1.8402791666666667,1.7791674999999998,1.6911450000000001,2.360745833333333,1.5,1.25,1.740235,1.7109375,1.8010424999999999,1.94696,1.75,1.9643549999999999,2.0297625,1.8672416666666667,2.0,1.25,1.74316375,2.0,0.0,2.6041666666666665,2.0472208333333333,1.8126833333333334,2.0,2.0654749999999997,2.7083333333333335,1.5,1.9671875,2.115105,2.2537025,1.9927075000000003,1.5,1.25,2.3975,1.71875,1.9750916666666667,2.0332416666666666,1.5,2.21777375,1.5,1.749175,1.8359375,1.8020825000000003,1.92578125,1.94921875,1.75,1.94921875,1.75,1.8375000000000001,1.966125,1.825,1.91461125,3.1505125,1.5,2.1875,1.74231,2.0,2.5989166666666663,1.9651049999999999,1.96875,1.74472,1.65625,1.96875,1.8791666666666667,1.7265625,2.4713166666666666,1.494095,1.7086187499999999,1.7256475,1.5,1.5,2.05,1.58125,1.75,1.6875,1.9380200000000003,1.96875,2.0,2.7565791666666666,2.2236075,1.75,1.9625000000000001,2.19653375,1.5,1.5,1.5,1.697265,2.710525,2.25,1.5125,1.7427075000000003,2.0,1.75,2.0416666666666665,2.0027791666666666,1.4924925,1.7366083333333335,2.19294375,2.3826750000000003,1.74993875,1.73822,1.8584166666666668,1.70996125,1.73828125,1.7050775,1.4829916666666667,1.7715925,1.966065,1.71727,1.9921875,1.71875,2.835525,1.75,1.7365724999999999,2.4583333333333335,2.4325958333333335,1.5,1.72168,2.0,1.7442625,2.7565791666666666,2.0,2.0,1.9375,1.7256475,2.3475,1.47753875,2.15,2.0,1.7011725,1.8402791666666667,1.646016666666667,1.9375,1.96484375,1.72412125,1.890625,1.73815875,1.5,1.6532416666666665,2.3703000000000003,1.98339875,1.65,2.0
O55,2.6524125,2.5274125,2.2708333333333335,1.9835541666666667,2.606358333333333,2.296875,2.5866208333333334,2.4616208333333334,2.75,2.7335541666666665,2.8541666666666665,2.7916666666666665,2.9375,2.6085541666666665,2.9166666666666665,2.9166666666666665,2.7927625,2.273025,2.357454166666667,2.7116208333333334,2.6951750000000003,2.3333333333333335,2.735745833333333,2.6524125,2.6524125,2.710525,2.4313833333333332,2.4616208333333334,2.692983333333333,2.4451750000000003,2.4313833333333332,2.5285083333333334,2.677633333333333,3.0833333333333335,3.0092583333333334,2.6342583333333334,2.545085,2.533333333333333,2.35965,2.875,2.60677,2.5520833333333335,3.194266666666666,2.6458333333333335,2.755483333333333,2.423245833333333,2.971028333333333,2.8,2.5513899999999996,2.0,2.3125,2.2083333333333335,2.5318,2.4057,2.400693333333334,2.418858333333333,2.5241208333333334,2.9057,2.65625,2.3333333333333335,2.6052625,2.3366208333333334,2.7916666666666665,2.592591666666667,2.6041666666666665,0.0,2.648845,2.609375,2.4835541666666665,3.0,2.9479166666666665,2.2205666666666666,3.1201399999999997,2.786806666666666,2.7368066666666664,2.783333333333333,2.8333333333333335,2.798245833333333,2.890754166666667,2.876095833333333,2.28125,2.32552,3.0416666666666665,2.8377208333333335,2.9583333333333335,2.654166666666667,2.9671041666666667,2.7666666666666666,2.5877208333333335,2.2291666666666665,2.4375,2.2708333333333335,2.5,2.3333333333333335,2.3826750000000003,2.8,2.8991208333333334,3.4166666666666665,2.4583333333333335,2.8377208333333335,2.4583333333333335,3.0833333333333335,2.308431666666667,2.818056666666666,2.75,2.610745833333333,2.6333333333333333,2.7083333333333335,2.3333333333333335,2.4583333333333335,2.253906666666667,2.67215,2.8333333333333335,2.2554833333333333,2.7565791666666666,2.6041666666666665,2.96736,2.7,2.4002208333333335,2.5679833333333333,2.8333333333333335,2.9166666666666665,2.543858333333333,2.3333333333333335,2.3991208333333334,2.3958333333333335,2.3020833333333335,2.5427625,2.0625,2.3958333333333335,2.0625,2.6535083333333334,2.308431666666667,2.75,2.684723333333333,2.75139,2.6502208333333335,2.4594291666666668,2.94694,2.9375,2.7916666666666665,2.7592583333333334,2.751095833333333,2.6582033333333333,2.677633333333333,2.8399125,2.6666666666666665,2.5635958333333333,2.876095833333333,2.6293875,2.3333333333333335,2.5868066666666665,2.5833333333333335,2.5844291666666668,2.966666666666667,2.6315791666666666,2.315735,2.4166666666666665,2.8377208333333335,2.3333333333333335,2.89095,2.6041666666666665,2.1666666666666665,2.6666666666666665,2.7927625,2.3333333333333335,3.0,2.375,2.86875,2.5866208333333334,2.7297999999999996,2.4594291666666668,2.7666666666666666,2.8333333333333335,2.5844291666666668,2.3333333333333335,2.5104166666666665,2.82014,3.0,2.5416666666666665,2.9833333333333334,3.0460541666666665,2.6875,2.3333333333333335,2.6875,2.7127208333333335,2.7333333333333334,2.5021916666666666
O56,2.0833333333333335,2.0,1.9388874999999999,2.044445833333333,1.9847208333333333,2.6041666666666665,2.25,2.279166666666667,2.4166666666666665,2.3388875,2.419445833333333,2.3361125,2.294445833333333,2.375,2.3271599999999997,2.3043866666666664,2.294445833333333,2.0263875,2.504166666666667,2.125,2.0680541666666667,2.0,2.4791666666666665,2.3541666666666665,2.3541666666666665,2.4791666666666665,2.2916666666666665,2.5906875,2.8370083333333334,2.3402791666666665,2.25,2.3819458333333334,2.6740208333333335,2.45,2.25,2.5585916666666666,2.3333333333333335,2.4859633333333333,2.588233333333333,0.6666666666666666,2.8802083333333335,2.0,3.3333333333333335,2.125,2.2333333333333334,2.4791666666666665,2.0,2.5166666666666666,2.033333333333333,2.908528333333333,2.4114583333333335,2.375,2.2083333333333335,2.1875,2.15,2.25,2.4583333333333335,2.4166666666666665,1.9855966666666667,1.9372433333333332,2.3333333333333335,2.1458333333333335,2.3763875,2.3333333333333335,2.0472208333333333,2.648845,0.0,2.3045266666666664,2.5416666666666665,2.0,2.6666666666666665,2.3333333333333335,2.4570166666666666,2.317543333333333,2.485,2.2517533333333333,2.5,2.4166666666666665,2.8186291666666663,2.4444458333333334,2.3045266666666664,2.0,2.5027791666666666,2.3388875,2.2111125,2.367543333333333,2.22,2.6416666666666666,2.2083333333333335,2.2375000000000003,2.15,2.279166666666667,2.3541666666666665,2.25926,2.3541666666666665,2.3359633333333334,2.2916666666666665,3.6666666666666665,2.2083333333333335,2.5833333333333335,2.1358333333333337,2.6666666666666665,2.92928,2.1350866666666666,2.2333333333333334,2.3958333333333335,2.4375,2.4375,2.25926,2.1458333333333335,2.8385416666666665,2.3541666666666665,2.6319458333333334,2.279166666666667,2.4166666666666665,2.2722208333333334,2.433333333333333,2.4375,2.0625,2.2805541666666667,2.2850866666666665,2.4166666666666665,2.375,3.0,2.713233333333333,2.0416666666666665,1.6666666666666667,2.3402791666666665,2.3138875,2.3333333333333335,2.2722208333333334,2.2347208333333333,2.92928,2.341666666666667,2.183333333333333,2.4359633333333335,2.3777791666666666,2.2125,2.3333333333333335,2.3333333333333335,2.2083333333333335,2.2270416666666666,2.813725,2.642253333333333,2.275,2.3333333333333335,1.3333333333333333,2.3805541666666667,2.3805541666666667,2.2972208333333333,2.0,2.10351,2.1458333333333335,1.9791666666666667,2.4570166666666666,2.2972208333333333,2.6666666666666665,2.1527791666666665,2.2291666666666665,3.0,2.95931,2.1888875,2.2083333333333335,2.0,2.3125,3.0,2.3361125,2.2083333333333335,2.316666666666667,2.428516666666667,2.7708333333333335,2.2763875,2.35351,2.4,1.9791666666666667,2.0,1.9814816666666666,2.35263,2.3805541666666667,2.25,2.466666666666667,2.4222208333333333,2.3464833333333335,2.3004116666666667,2.8186291666666663,2.2972208333333333,2.3833333333333333,2.375
